'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for PATERSON (TOCAL) New South Wales for October 2009,,,,,,,,,,
Issued at 04:34 GMT on Thursday 22 July 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2009 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
PATERSON (TOCAL),01/10/2009,6.7,0.0,8.0,34.1,5.9,70,3,2.52,25.97
PATERSON (TOCAL),02/10/2009, ,0.0,6.8,24.3,9.8, , , ,21.63
PATERSON (TOCAL),03/10/2009, ,1.4,1.6, , , , , ,9.39
PATERSON (TOCAL),04/10/2009, ,18.8,1.2,17.6, , , , ,11.45
PATERSON (TOCAL),05/10/2009,3.2,12.4,0.2,20.8,12.4,100,59,1.75,20.34
PATERSON (TOCAL),06/10/2009,3.9,0.8,3.4,22.4,8.9,99,43,2.15,23.91
PATERSON (TOCAL),07/10/2009,5.0,0.0,4.0,20.5,9.9,99,18,5.12,23.03
PATERSON (TOCAL),08/10/2009,4.7,0.0,6.2,19.1,11.0,65,35,5.47,18.41
PATERSON (TOCAL),09/10/2009, ,0.0,4.0, ,10.0,99,56,2.50,15.58
PATERSON (TOCAL),10/10/2009, ,9.8,2.8, , , , , ,18.32
PATERSON (TOCAL),11/10/2009, ,0.1,2.5, , , , , ,17.50
PATERSON (TOCAL),12/10/2009, ,6.2,2.2, , ,100,52,2.23,21.00
PATERSON (TOCAL),13/10/2009, ,3.6,4.6,26.2, ,83,17,6.31,26.16
PATERSON (TOCAL),14/10/2009,8.1,0.0,10.0,24.7,17.7,47,20,7.59,24.55
PATERSON (TOCAL),15/10/2009,7.7,0.0,9.8,25.8,15.1,48,21,6.33,26.21
PATERSON (TOCAL),16/10/2009,6.6,0.0,6.8,22.5,12.2,62,9,5.28,25.15
PATERSON (TOCAL),17/10/2009,4.7,0.0,2.4,23.5,8.0,92,31,2.22,27.44
PATERSON (TOCAL),18/10/2009,3.9,6.0,8.8,21.7,10.3,96,46,1.88,23.90
PATERSON (TOCAL),19/10/2009,5.0,0.0,9.6,26.1,6.7,99,32,2.08,28.41
PATERSON (TOCAL),20/10/2009,5.8,0.0,7.0,31.4,9.4,100,14,1.75,28.76
PATERSON (TOCAL),21/10/2009,7.2,0.0,6.2,35.3,10.5,92,9,2.61,28.69
PATERSON (TOCAL),22/10/2009,4.9,0.0,8.0,24.9,17.4,90,49,3.05,25.08
PATERSON (TOCAL),23/10/2009,6.1,0.0,4.8,34.5,13.7,95,25,2.06,26.50
PATERSON (TOCAL),24/10/2009,5.1,0.0,7.4,26.5,17.9,88,48,2.61,25.96
PATERSON (TOCAL),25/10/2009,2.6,0.0,6.4,22.7,13.2,99,66,1.76,12.96
PATERSON (TOCAL),26/10/2009,1.8,18.8,0.8,16.7,14.9,99,75,3.45,8.81
PATERSON (TOCAL),27/10/2009,2.5,0.0,2.2,19.9,13.7,94,67,3.62,11.29
PATERSON (TOCAL),28/10/2009,4.6,0.1,1.1,26.4,13.2,96,48,2.23,24.51
PATERSON (TOCAL),29/10/2009,4.1,0.0,4.0,25.1,14.5,99,51,2.05,21.53
PATERSON (TOCAL),30/10/2009,5.1,0.0,2.2,28.1,12.5,100,42,1.70,27.72
PATERSON (TOCAL),31/10/2009,5.4,0.0,1.2,26.8,13.2,100,42,2.71,28.36
Totals:,,114.7,78,146.2,,,,,, 
